"id","time","skill","date","type","fresh","sweets","fr2","skill2","time2"
"001",0,2,"1","fr_1",34.7472330116339,0,-0.525000314216056,0.744319170554467,-0.933406144010484
"001",0,2,"1","fr_2",35.2082607308604,1,-0.480693780181701,0.744319170554467,-0.933406144010484
"001",0,2,"1","fr_3",29.179273045214,0,-1.0601026463882,0.744319170554467,-0.933406144010484
"001",0,2,"1","fr_4",62.48541679923,0,2.1407456545909,0.744319170554467,-0.933406144010484
"001",0,2,"1","fr_5",56.298207337618,1,1.54613106818701,0.744319170554467,-0.933406144010484
"001",0,2,"1","fr_6",39.0584196556457,0,-0.110678723983172,0.744319170554467,-0.933406144010484
"001",0,2,"1","fr_7",34.0107273533724,0,-0.595781335949428,0.744319170554467,-0.933406144010484
"001",0,2,"1","fr_8",39.6711113277084,0,-0.0517967017343643,0.744319170554467,-0.933406144010484
"001",0,2,"1","fr_9",33.9738110231808,0,-0.599329137029159,0.744319170554467,-0.933406144010484
"001",0,2,"1","fr_10",46.4255012450448,0,0.597326104277956,0.744319170554467,-0.933406144010484
"002",0,3,"1","fr_1",34.8889007703392,0,-0.511385498640155,1.63394367719327,-0.933406144010484
"002",0,3,"1","fr_2",46.7798900191253,1,0.631384226220243,1.63394367719327,-0.933406144010484
"002",0,3,"1","fr_3",30.3393577784769,0,-0.948614049122764,1.63394367719327,-0.933406144010484
"002",0,3,"1","fr_4",59.3024028544903,0,1.83484579262371,1.63394367719327,-0.933406144010484
"002",0,3,"1","fr_5",53.8912256858488,1,1.31481088931988,1.63394367719327,-0.933406144010484
"002",0,3,"1","fr_6",38.0242616439669,0,-0.21006527978121,1.63394367719327,-0.933406144010484
"002",0,3,"1","fr_7",34.0052277186886,0,-0.59630987195959,1.63394367719327,-0.933406144010484
"002",0,3,"1","fr_8",36.8174994244697,0,-0.326039762702177,1.63394367719327,-0.933406144010484
"002",0,3,"1","fr_9",40.982394891902,0,0.0742226837444722,1.63394367719327,-0.933406144010484
"002",0,3,"1","fr_10",49.8823109218645,0,0.929538787396586,1.63394367719327,-0.933406144010484
"003",0,3,"1","fr_1",33.7007909930611,0,-0.625567410243738,1.63394367719327,-0.933406144010484
"003",0,3,"1","fr_2",37.4760488438664,1,-0.262750634853729,1.63394367719327,-0.933406144010484
"003",0,3,"1","fr_3",30.5252688379869,0,-0.930747282457708,1.63394367719327,-0.933406144010484
"003",0,3,"1","fr_4",62.7534991419894,0,2.16650939709082,1.63394367719327,-0.933406144010484
"003",0,3,"1","fr_5",52.2524825109732,1,1.15732137790176,1.63394367719327,-0.933406144010484
"003",0,3,"1","fr_6",37.7809546336685,0,-0.233448017701329,1.63394367719327,-0.933406144010484
"003",0,3,"1","fr_7",33.8026207379397,0,-0.615781180763343,1.63394367719327,-0.933406144010484
"003",0,3,"1","fr_8",35.771738964453,0,-0.426541358335624,1.63394367719327,-0.933406144010484
"003",0,3,"1","fr_9",39.8466366418179,0,-0.034928045080636,1.63394367719327,-0.933406144010484
"003",0,3,"1","fr_10",55.8244589751581,0,1.50060203149424,1.63394367719327,-0.933406144010484
"004",0,3,"1","fr_1",31.055120890881,0,-0.879826465691827,1.63394367719327,-0.933406144010484
"004",0,3,"1","fr_2",43.5684521604701,1,0.322752716985945,1.63394367719327,-0.933406144010484
"004",0,3,"1","fr_3",30.5778401369633,0,-0.925694978767084,1.63394367719327,-0.933406144010484
"004",0,3,"1","fr_4",57.3496853735496,0,1.64718214481976,1.63394367719327,-0.933406144010484
"004",0,3,"1","fr_5",52.2753316254648,1,1.15951726553857,1.63394367719327,-0.933406144010484
"004",0,3,"1","fr_6",36.0719584876496,0,-0.397689109397957,1.63394367719327,-0.933406144010484
"004",0,3,"1","fr_7",36.1378471752059,0,-0.391356953529781,1.63394367719327,-0.933406144010484
"004",0,3,"1","fr_8",35.0173291355093,0,-0.499043039618532,1.63394367719327,-0.933406144010484
"004",0,3,"1","fr_9",40.8950833371092,0,0.0658317080770873,1.63394367719327,-0.933406144010484
"004",0,3,"1","fr_10",53.595104356832,0,1.28635249257881,1.63394367719327,-0.933406144010484
"005",0,0,"1","fr_1",37.5947579966395,0,-0.251342229462498,-1.03492984272314,-0.933406144010484
"005",0,0,"1","fr_2",39.3361030487167,1,-0.0839922836829717,-1.03492984272314,-0.933406144010484
"005",0,0,"1","fr_3",28.2983880427997,0,-1.14475907747071,-1.03492984272314,-0.933406144010484
"005",0,0,"1","fr_4",62.4008726880671,0,2.13262064088255,-1.03492984272314,-0.933406144010484
"005",0,0,"1","fr_5",52.7328747470208,1,1.20348891635692,-1.03492984272314,-0.933406144010484
"005",0,0,"1","fr_6",38.3855630981801,0,-0.175342822735424,-1.03492984272314,-0.933406144010484
"005",0,0,"1","fr_7",37.0233929940841,0,-0.306252600088874,-1.03492984272314,-0.933406144010484
"005",0,0,"1","fr_8",36.5059346376049,0,-0.355982335040977,-1.03492984272314,-0.933406144010484
"005",0,0,"1","fr_9",45.1581905504685,0,0.475532680412784,-1.03492984272314,-0.933406144010484
"005",0,0,"1","fr_10",60.6445447846316,0,1.96383078555756,-1.03492984272314,-0.933406144010484
"006",0,3,"1","fr_1",32.7159681467557,0,-0.720212667216243,1.63394367719327,-0.933406144010484
"006",0,3,"1","fr_2",34.9489079014836,1,-0.505618582926683,1.63394367719327,-0.933406144010484
"006",0,3,"1","fr_3",30.8237409082064,0,-0.902062970460868,1.63394367719327,-0.933406144010484
"006",0,3,"1","fr_4",62.8124690307878,0,2.17217662983212,1.63394367719327,-0.933406144010484
"006",0,3,"1","fr_5",52.3363807930259,1,1.16538432495282,1.63394367719327,-0.933406144010484
"006",0,3,"1","fr_6",36.9508890988836,0,-0.313220502812193,1.63394367719327,-0.933406144010484
"006",0,3,"1","fr_7",33.8978274307836,0,-0.606631452014139,1.63394367719327,-0.933406144010484
"006",0,3,"1","fr_8",34.1942648815545,0,-0.578142674758676,1.63394367719327,-0.933406144010484
"006",0,3,"1","fr_9",41.2716947610527,0,0.10202551199993,1.63394367719327,-0.933406144010484
"006",0,3,"1","fr_10",53.8695979082839,0,1.31273237685132,1.63394367719327,-0.933406144010484
"007",0,0,"1","fr_1",36.363472073115,0,-0.369673534504609,-1.03492984272314,-0.933406144010484
"007",0,0,"1","fr_2",35.2685058270647,1,-0.474903995112255,-1.03492984272314,-0.933406144010484
"007",0,0,"1","fr_3",29.1445401605203,0,-1.06344060997177,-1.03492984272314,-0.933406144010484
"007",0,0,"1","fr_4",59.9176441846082,0,1.89397284680159,-1.03492984272314,-0.933406144010484
"007",0,0,"1","fr_5",50.1036884556497,1,0.950814018420768,-1.03492984272314,-0.933406144010484
"007",0,0,"1","fr_6",40.5914777789991,0,0.0366540481828119,-1.03492984272314,-0.933406144010484
"007",0,0,"1","fr_7",35.0781846213259,0,-0.493194593763618,-1.03492984272314,-0.933406144010484
"007",0,0,"1","fr_8",39.09593622115,0,-0.107073237985156,-1.03492984272314,-0.933406144010484
"007",0,0,"1","fr_9",40.9000589729442,0,0.0663098857858723,-1.03492984272314,-0.933406144010484
"007",0,0,"1","fr_10",51.8947136907845,0,1.12293842055005,-1.03492984272314,-0.933406144010484
"008",0,1,"1","fr_1",31.5808730793149,0,-0.829299661642895,-0.145305336084338,-0.933406144010484
"008",0,1,"1","fr_2",43.6154630936209,1,0.327270648170489,-0.145305336084338,-0.933406144010484
"008",0,1,"1","fr_3",28.5257170858462,0,-1.12291188355439,-0.145305336084338,-0.933406144010484
"008",0,1,"1","fr_4",62.6209975143213,0,2.15377548190296,-0.145305336084338,-0.933406144010484
"008",0,1,"1","fr_5",51.2316751081945,1,1.0592178668816,-0.145305336084338,-0.933406144010484
"008",0,1,"1","fr_6",36.2681317346141,0,-0.378836107114612,-0.145305336084338,-0.933406144010484
"008",0,1,"1","fr_7",34.956857686241,0,-0.504854578086561,-0.145305336084338,-0.933406144010484
"008",0,1,"1","fr_8",38.3790091436594,0,-0.175972682930204,-0.145305336084338,-0.933406144010484
"008",0,1,"1","fr_9",43.4198439906635,0,0.308470901253984,-0.145305336084338,-0.933406144010484
"008",0,1,"1","fr_10",51.8017770745388,0,1.11400685487839,-0.145305336084338,-0.933406144010484
"009",0,3,"1","fr_1",32.4825782579517,0,-0.742642331681793,1.63394367719327,-0.933406144010484
"009",0,3,"1","fr_2",42.2761944456744,1,0.198561788688153,1.63394367719327,-0.933406144010484
"009",0,3,"1","fr_3",29.7618138308486,0,-1.00411824009606,1.63394367719327,-0.933406144010484
"009",0,3,"1","fr_4",61.2457429579263,0,2.02160823844296,1.63394367719327,-0.933406144010484
"009",0,3,"1","fr_5",54.1759550547139,1,1.34217447494846,1.63394367719327,-0.933406144010484
"009",0,3,"1","fr_6",39.253218711551,0,-0.0919577867371229,1.63394367719327,-0.933406144010484
"009",0,3,"1","fr_7",35.8524242316442,0,-0.418787194349832,1.63394367719327,-0.933406144010484
"009",0,3,"1","fr_8",38.8605417777246,0,-0.129695547846749,1.63394367719327,-0.933406144010484
"009",0,3,"1","fr_9",32.6994493481573,0,-0.721800187189086,1.63394367719327,-0.933406144010484
"009",0,3,"1","fr_10",47.7578046758359,0,0.725365579647184,1.63394367719327,-0.933406144010484
"010",0,3,"1","fr_1",33.0505817563102,0,-0.68805501451597,1.63394367719327,-0.933406144010484
"010",0,3,"1","fr_2",42.5125077847196,1,0.22127240794711,1.63394367719327,-0.933406144010484
"010",0,3,"1","fr_3",30.1631728765923,0,-0.965546094694311,1.63394367719327,-0.933406144010484
"010",0,3,"1","fr_4",61.9558137699827,0,2.08984876995365,1.63394367719327,-0.933406144010484
"010",0,3,"1","fr_5",57.6476178565449,1,1.67581460041249,1.63394367719327,-0.933406144010484
"010",0,3,"1","fr_6",37.9643831859855,0,-0.215819829509649,1.63394367719327,-0.933406144010484
"010",0,3,"1","fr_7",35.4290964755743,0,-0.45947061716759,1.63394367719327,-0.933406144010484
"010",0,3,"1","fr_8",32.5953226370687,0,-0.731807163941966,1.63394367719327,-0.933406144010484
"010",0,3,"1","fr_9",39.011565164211,0,-0.115181620518107,1.63394367719327,-0.933406144010484
"010",0,3,"1","fr_10",55.5147812394863,0,1.47084081202083,1.63394367719327,-0.933406144010484
"011",0,0,"1","fr_1",30.8830642072083,0,-0.896361773642014,-1.03492984272314,-0.933406144010484
"011",0,0,"1","fr_2",38.8776194757967,1,-0.128054315488466,-1.03492984272314,-0.933406144010484
"011",0,0,"1","fr_3",29.9523792398502,0,-0.985804172573465,-1.03492984272314,-0.933406144010484
"011",0,0,"1","fr_4",61.638628805765,0,2.05936607699134,-1.03492984272314,-0.933406144010484
"011",0,0,"1","fr_5",51.9535566252132,1,1.12859345248895,-1.03492984272314,-0.933406144010484
"011",0,0,"1","fr_6",36.1288482381841,0,-0.392221785930961,-1.03492984272314,-0.933406144010484
"011",0,0,"1","fr_7",35.4996435384943,0,-0.452690773540111,-1.03492984272314,-0.933406144010484
"011",0,0,"1","fr_8",36.6737800506377,0,-0.339851746369378,-1.03492984272314,-0.933406144010484
"011",0,0,"1","fr_9",47.5293164824401,0,0.703406986931493,-1.03492984272314,-0.933406144010484
"011",0,0,"1","fr_10",52.1845237378733,0,1.1507902788643,-1.03492984272314,-0.933406144010484
"012",0,0,"1","fr_1",30.8987019162974,0,-0.894858929754149,-1.03492984272314,-0.933406144010484
"012",0,0,"1","fr_2",39.4110782154059,1,-0.0767868822806009,-1.03492984272314,-0.933406144010484
"012",0,0,"1","fr_3",32.0459193991241,0,-0.784606924662248,-1.03492984272314,-0.933406144010484
"012",0,0,"1","fr_4",57.4657704145168,0,1.6583383629906,-1.03492984272314,-0.933406144010484
"012",0,0,"1","fr_5",52.7876885588297,1,1.20875673414136,-1.03492984272314,-0.933406144010484
"012",0,0,"1","fr_6",36.4333022460619,0,-0.362962586756201,-1.03492984272314,-0.933406144010484
"012",0,0,"1","fr_7",35.3462378176384,0,-0.467433652349156,-1.03492984272314,-0.933406144010484
"012",0,0,"1","fr_8",35.3481505869179,0,-0.4672498278769,-1.03492984272314,-0.933406144010484
"012",0,0,"1","fr_9",37.5396616778413,0,-0.256637197253362,-1.03492984272314,-0.933406144010484
"012",0,0,"1","fr_10",54.9217867805242,0,1.41385176758274,-1.03492984272314,-0.933406144010484
"013",0,0,"1","fr_1",29.5769353616939,0,-1.02188577086311,-1.03492984272314,-0.933406144010484
"013",0,0,"1","fr_2",33.8727084363116,1,-0.609045483832768,-1.03492984272314,-0.933406144010484
"013",0,0,"1","fr_3",28.2115096358999,0,-1.15310842596241,-1.03492984272314,-0.933406144010484
"013",0,0,"1","fr_4",63.2233725308674,0,2.21166603394357,-1.03492984272314,-0.933406144010484
"013",0,0,"1","fr_5",51.50516660885,1,1.08550145022499,-1.03492984272314,-0.933406144010484
"013",0,0,"1","fr_6",37.3005450449051,0,-0.279617223819103,-1.03492984272314,-0.933406144010484
"013",0,0,"1","fr_7",36.4120294164692,0,-0.365006987361738,-1.03492984272314,-0.933406144010484
"013",0,0,"1","fr_8",40.1378451538245,0,-0.00694178891807502,-1.03492984272314,-0.933406144010484
"013",0,0,"1","fr_9",36.5736020921075,0,-0.349479232839297,-1.03492984272314,-0.933406144010484
"013",0,0,"1","fr_10",53.8722911213021,0,1.31299120496354,-1.03492984272314,-0.933406144010484
"014",0,1,"1","fr_1",31.1368303625791,0,-0.871973871720264,-0.145305336084338,-0.933406144010484
"014",0,1,"1","fr_2",38.7197091160508,1,-0.143230107391385,-0.145305336084338,-0.933406144010484
"014",0,1,"1","fr_3",31.3115467679622,0,-0.855182954301125,-0.145305336084338,-0.933406144010484
"014",0,1,"1","fr_4",60.6577541759197,0,1.96510025878069,-0.145305336084338,-0.933406144010484
"014",0,1,"1","fr_5",52.6146056491043,1,1.19212280192709,-0.145305336084338,-0.933406144010484
"014",0,1,"1","fr_6",38.7425005266827,0,-0.141039765317058,-0.145305336084338,-0.933406144010484
"014",0,1,"1","fr_7",34.4059000337424,0,-0.557803724013998,-0.145305336084338,-0.933406144010484
"014",0,1,"1","fr_8",35.9528371569627,0,-0.409137126669352,-0.145305336084338,-0.933406144010484
"014",0,1,"1","fr_9",43.47198320101,0,0.313481679568176,-0.145305336084338,-0.933406144010484
"014",0,1,"1","fr_10",49.4028955366132,0,0.883465128053786,-0.145305336084338,-0.933406144010484
"015",0,0,"1","fr_1",30.8307399780397,0,-0.90139033297543,-1.03492984272314,-0.933406144010484
"015",0,0,"1","fr_2",39.4908049842174,1,-0.0691248336694625,-1.03492984272314,-0.933406144010484
"015",0,0,"1","fr_3",31.3491339904878,0,-0.851570677892059,-1.03492984272314,-0.933406144010484
"015",0,0,"1","fr_4",57.2362333210938,0,1.63627896695481,-1.03492984272314,-0.933406144010484
